"","site","PFT","Lat","Lon","model","R2","RMSE","RPE"
"337","US-Ne2","CRO","41.1649","-96.4701","CHJ","0.643084808345176","6.44748473349843","1.1550682638553"
"338","US-Ne2","CRO","41.1649","-96.4701","C_Fix","0.760898071296681","5.48106232880224","0.804953387446842"
"339","US-Ne2","CRO","41.1649","-96.4701","MODIS","0.713255384938335","5.69551455636699","-0.460581505286947"
"340","US-Ne2","CRO","41.1649","-96.4701","RF","0.920568677715789","2.03856005680056","-0.00134034582944418"
"341","US-Ne2","CRO","41.1649","-96.4701","SVM","0.92429954506976","1.98795674763","0.0116839979691954"
"342","US-Ne2","CRO","41.1649","-96.4701","BMA","0.911218600898589","2.14665179617991","0.000582758619853756"
"343","US-Ne3","CRO","41.1797","-96.4397","VPM","0.836765690139531","3.08962093115734","-0.117184626628964"
"344","US-Ne3","CRO","41.1797","-96.4397","GLO_PEM","0.815015310540166","2.88772026984152","0.204479633297418"
"345","US-Ne3","CRO","41.1797","-96.4397","EC_LUE","0.859307297076984","2.56142363130761","0.0588992029549691"
"346","US-Ne3","CRO","41.1797","-96.4397","CHJ","0.603605136215786","6.16364075300274","1.23141435020105"
"347","US-Ne3","CRO","41.1797","-96.4397","C_Fix","0.705905762150432","6.00470188318669","1.05421925472873"
"348","US-Ne3","CRO","41.1797","-96.4397","MODIS","0.633569379589998","5.01738526298188","-0.360601373909059"
"349","US-Ne3","CRO","41.1797","-96.4397","RF","0.914756686479876","1.89551862523929","0.00308078628327243"
"350","US-Ne3","CRO","41.1797","-96.4397","SVM","0.923893764170788","1.79862639581431","-0.0236200643116391"
"351","US-Ne3","CRO","41.1797","-96.4397","BMA","0.895941690052507","2.09023863810434","0.000821958277017025"
"352","US-NR1","ENF","40.0329","-105.5464","VPM","0.741521165434458","1.95716837328021","0.231057957856464"
"353","US-NR1","ENF","40.0329","-105.5464","GLO_PEM","0.76661992351567","2.00914508149612","0.251319921331844"
"354","US-NR1","ENF","40.0329","-105.5464","EC_LUE","0.797059863325408","1.95963745245803","0.308330447302896"
"355","US-NR1","ENF","40.0329","-105.5464","CHJ","0.736237732816777","1.83776691082992","0.347907843133506"
"356","US-NR1","ENF","40.0329","-105.5464","C_Fix","0.687645130509328","3.69794606216486","0.867295171530301"
"357","US-NR1","ENF","40.0329","-105.5464","MODIS","0.868576510813446","0.962671448843248","0.0501368052811082"
"358","US-NR1","ENF","40.0329","-105.5464","RF","0.865330002902131","0.962594977819612","0.00196981512427013"
"359","US-NR1","ENF","40.0329","-105.5464","SVM","0.862327776789201","0.973695655218202","-0.0181370047136173"
"360","US-NR1","ENF","40.0329","-105.5464","BMA","0.819197565507142","1.11756404072419","0.000507973567003552"
"361","US-Oho","DBF","41.5545","-83.8438","VPM","0.839203188452418","2.58078480009381","0.126823421219832"
"362","US-Oho","DBF","41.5545","-83.8438","GLO_PEM","0.851847039686382","2.50951336836929","0.162594880595788"
"363","US-Oho","DBF","41.5545","-83.8438","EC_LUE","0.910103530435136","2.79896327714053","0.24349123613019"
"364","US-Oho","DBF","41.5545","-83.8438","CHJ","0.657331648208201","5.89227508908337","0.887197760258171"
"365","US-Oho","DBF","41.5545","-83.8438","C_Fix","0.823242647308927","5.7234418497148","0.694010136913238"
"366","US-Oho","DBF","41.5545","-83.8438","MODIS","0.76977556401131","2.93412208111016","-0.139325092073191"
"367","US-Oho","DBF","41.5545","-83.8438","RF","0.94769776635763","1.26481348352332","0.0034710426079343"
"368","US-Oho","DBF","41.5545","-83.8438","SVM","0.947516419537295","1.26856320091421","-0.00338844542264303"
"369","US-Oho","DBF","41.5545","-83.8438","BMA","0.923849606665621","1.5255578878848","0.000342623685091886"
"370","US-SRM","WSA","31.8214","-110.8661","VPM","0.64405867711079","2.48597404806919","2.36769180201361"
"371","US-SRM","WSA","31.8214","-110.8661","GLO_PEM","0.770280448361579","1.67787651222388","1.71593093294058"
"372","US-SRM","WSA","31.8214","-110.8661","EC_LUE","0.825703994997776","0.915695392596442","0.595309124710788"
"373","US-SRM","WSA","31.8214","-110.8661","CHJ","0.308320255213731","5.24830817025865","5.91458649847187"
"374","US-SRM","WSA","31.8214","-110.8661","C_Fix","0.584728641033623","3.63200779882841","3.705082580977"
"375","US-SRM","WSA","31.8214","-110.8661","MODIS","0.452321020587668","1.03415105303422","0.0484002485438115"
"376","US-SRM","WSA","31.8214","-110.8661","RF","0.880562088249408","0.437787841627626","-0.00404357956484887"
"377","US-SRM","WSA","31.8214","-110.8661","SVM","0.876242954164309","0.446636588218466","-0.0355203310338768"
"378","US-SRM","WSA","31.8214","-110.8661","BMA","0.840486945163469","0.504677675294134","-2.81188820794608e-05"
"379","US-Ton","WSA","38.4309","-120.966","VPM","0.408678004789975","3.1834269307085","0.74883855193648"
"380","US-Ton","WSA","38.4309","-120.966","GLO_PEM","0.604713348828353","2.01012218754799","0.501477618493911"
"381","US-Ton","WSA","38.4309","-120.966","EC_LUE","0.748693144611449","1.31212275790182","0.060424208725819"
"382","US-Ton","WSA","38.4309","-120.966","CHJ","0.191513633197147","5.98800393823597","2.16379205719014"
"383","US-Ton","WSA","38.4309","-120.966","C_Fix","0.404108633709016","5.47034987306811","1.61921939679478"
"384","US-Ton","WSA","38.4309","-120.966","MODIS","0.720606178638531","1.11050210026124","0.0663820422043377"
"385","US-Ton","WSA","38.4309","-120.966","RF","0.822778412536751","0.875152006587136","4.41152606727824e-05"
"386","US-Ton","WSA","38.4309","-120.966","SVM","0.830762423154553","0.856876217909597","-0.0114350321148393"
"387","US-Ton","WSA","38.4309","-120.966","BMA","0.767129459983146","1.00008755439222","-0.000692964824900445"
"388","US-UMB","DBF","45.5598","-84.7138","VPM","0.880229216405785","2.37251904034781","0.226365308299022"
"389","US-UMB","DBF","45.5598","-84.7138","GLO_PEM","0.88209205214209","2.53074646820197","0.283740460441814"
"390","US-UMB","DBF","45.5598","-84.7138","EC_LUE","0.895303093110275","2.1805168281952","0.194155937600557"
"391","US-UMB","DBF","45.5598","-84.7138","CHJ","0.741656638542659","4.12426058777192","0.777914433569646"
"392","US-UMB","DBF","45.5598","-84.7138","C_Fix","0.846984386717245","5.84801084255361","0.869422825309436"
"393","US-UMB","DBF","45.5598","-84.7138","MODIS","0.87823316601771","2.07058753463535","0.283583752190828"
"394","US-UMB","DBF","45.5598","-84.7138","RF","0.940446923648273","1.11732973506238","0.000458365227185006"
"395","US-UMB","DBF","45.5598","-84.7138","SVM","0.947773758983531","1.05027710861251","0.00386972791098261"
"396","US-UMB","DBF","45.5598","-84.7138","BMA","0.928268244372407","1.22920519418063","0.000731512327562729"
"397","US-Var","GRA","38.4133","-120.9508","VPM","0.186508399809612","3.92409026073343","1.23546524142369"
"398","US-Var","GRA","38.4133","-120.9508","GLO_PEM","0.428667326056158","3.05149949131284","1.09729130785385"
"399","US-Var","GRA","38.4133","-120.9508","EC_LUE","0.819469936466469","2.13257187283649","0.577278585317014"
"400","US-Var","GRA","38.4133","-120.9508","CHJ","0.0399328578621249","5.19384868417294","2.29587311805106"
"401","US-Var","GRA","38.4133","-120.9508","C_Fix","0.202439421120564","7.19340499191969","3.09102985672035"
"402","US-Var","GRA","38.4133","-120.9508","MODIS","0.58603722717883","2.17740545775674","0.616828601037071"
"403","US-Var","GRA","38.4133","-120.9508","RF","0.90195663499725","0.9091838467176","-0.00247233705573748"
"404","US-Var","GRA","38.4133","-120.9508","SVM","0.901381891532997","0.89901348468188","-0.0191402311682977"
"405","US-Var","GRA","38.4133","-120.9508","BMA","0.850093839724282","1.11476501637162","-0.000386343266584697"
"406","US-Wkg","GRA","31.7365","-109.9419","VPM","0.269850012481449","1.98698825585533","2.16102243680875"
"407","US-Wkg","GRA","31.7365","-109.9419","GLO_PEM","0.425227725775362","1.248285871568","1.33839637432552"
"408","US-Wkg","GRA","31.7365","-109.9419","EC_LUE","0.731136762969494","0.589904155811739","-0.0171780711561434"
"409","US-Wkg","GRA","31.7365","-109.9419","CHJ","0.164600766954516","4.74111816228579","6.63950821434496"
"410","US-Wkg","GRA","31.7365","-109.9419","C_Fix","0.26572156540278","2.88392955138046","3.59018061197908"
"411","US-Wkg","GRA","31.7365","-109.9419","MODIS","0.467392501565709","0.856717935462312","0.0206750315834748"
"412","US-Wkg","GRA","31.7365","-109.9419","RF","0.756200792859984","0.536402618350633","0.00452094931975935"
"413","US-Wkg","GRA","31.7365","-109.9419","SVM","0.757657508610744","0.531990316257865","-0.0345549513467867"
"414","US-Wkg","GRA","31.7365","-109.9419","BMA","0.731150815781382","0.560646156579313","0.00113027718793849"
"415","AT-Neu","GRA","47.1167","11.3175","VPM","0.676531230097537","3.98486229227535","-0.4250422841426"
"416","AT-Neu","GRA","47.1167","11.3175","GLO_PEM","0.649488614950872","4.01542780476205","-0.409578750933607"
"417","AT-Neu","GRA","47.1167","11.3175","EC_LUE","0.695361947746586","3.35632273298638","-0.245913651155304"
"418","AT-Neu","GRA","47.1167","11.3175","CHJ","0.708074711524376","3.56135762544585","0.273110587060078"
"419","AT-Neu","GRA","47.1167","11.3175","C_Fix","0.629248652494912","4.03090503933519","0.00175000151004367"
"420","AT-Neu","GRA","47.1167","11.3175","MODIS","0.642486617111084","5.25154932125319","-0.620506539716526"
"421","AT-Neu","GRA","47.1167","11.3175","RF","0.81381870631943","2.36293330781272","0.000103577409862575"
"422","AT-Neu","GRA","47.1167","11.3175","SVM","0.823366277947513","2.30425971223717","0.000941211086320149"
"423","AT-Neu","GRA","47.1167","11.3175","BMA","0.786485932811231","2.53456593711311","-0.000534779161290267"
"424","AU-How","WSA","-12.4943","131.1523","VPM","0.029179973243775","3.04379172936796","0.28747775332852"
"425","AU-How","WSA","-12.4943","131.1523","GLO_PEM","0.303767867286187","3.14327255247869","0.44351589958817"
"426","AU-How","WSA","-12.4943","131.1523","EC_LUE","0.509976290555765","2.70342257852292","0.354564439423479"
"427","AU-How","WSA","-12.4943","131.1523","CHJ","0.487266270013332","5.54390477785794","0.987927469115784"
"428","AU-How","WSA","-12.4943","131.1523","C_Fix","0.029276037023375","5.38419911065478","0.842067857668258"
"429","AU-How","WSA","-12.4943","131.1523","MODIS","0.131962666373947","2.68479648405361","-0.27575449822156"
"430","AU-How","WSA","-12.4943","131.1523","RF","0.775248019956895","1.05120410396398","0.00299011225103125"
"431","AU-How","WSA","-12.4943","131.1523","SVM","0.786443580381462","1.02523693055253","-0.0166527351267057"
"432","AU-How","WSA","-12.4943","131.1523","BMA","0.71912846598218","1.17100115334277","0.0009882751764435"
"433","AU-Tum","EBF","-35.6566","148.1517","VPM","0.622654285177719","3.73170652977277","-0.277557022739823"
"434","AU-Tum","EBF","-35.6566","148.1517","GLO_PEM","0.59681710389412","3.73587994140924","-0.245311186481064"
"435","AU-Tum","EBF","-35.6566","148.1517","EC_LUE","0.637110743308884","3.57778952793963","-0.0954679264389797"
"436","AU-Tum","EBF","-35.6566","148.1517","CHJ","0.436636112195862","2.7968286795218","-0.00186592454555771"
"437","AU-Tum","EBF","-35.6566","148.1517","C_Fix","0.575927422578657","5.93293875706899","0.153867447393607"
"438","AU-Tum","EBF","-35.6566","148.1517","MODIS","0.407444839102514","3.17686180634962","-0.196390218265446"
"439","AU-Tum","EBF","-35.6566","148.1517","RF","0.779408464877152","1.56205261460215","0.000150906226711064"
"440","AU-Tum","EBF","-35.6566","148.1517","SVM","0.785404528901678","1.54112002192063","-0.00332450556193071"
"441","AU-Tum","EBF","-35.6566","148.1517","BMA","0.66469199255856","1.92579983443263","-4.36541328823615e-05"
"442","BE-Bra","MF","51.3076","4.5198","VPM","0.731393191211992","3.01107428854786","0.216165854065815"
"443","BE-Bra","MF","51.3076","4.5198","GLO_PEM","0.760894624936546","2.04737449942266","0.0596557188958212"
"444","BE-Bra","MF","51.3076","4.5198","EC_LUE","0.794730710541659","1.65942219769259","-0.193280791520801"
"445","BE-Bra","MF","51.3076","4.5198","CHJ","0.500288645817549","5.71964236043763","1.30404148816081"
"446","BE-Bra","MF","51.3076","4.5198","C_Fix","0.684036479353615","4.82757818136511","0.537587697520678"
"447","BE-Bra","MF","51.3076","4.5198","MODIS","0.662241504645705","1.89875743571249","-0.0495208889480303"
"448","BE-Bra","MF","51.3076","4.5198","RF","0.869207239094026","1.14061414906635","0.00309183867012391"
"449","BE-Bra","MF","51.3076","4.5198","SVM","0.869205825008187","1.13885945599669","-0.00117939625035866"
"450","BE-Bra","MF","51.3076","4.5198","BMA","0.830551917373551","1.29697134084189","0.000859756083566964"
"451","BE-Lon","CRO","50.5516","4.7462","VPM","0.480367769428631","4.25498964975725","-0.294163414757319"
"452","BE-Lon","CRO","50.5516","4.7462","GLO_PEM","0.471360870836546","4.37007335610736","-0.325771238916299"
"453","BE-Lon","CRO","50.5516","4.7462","EC_LUE","0.554900409683754","3.84323047132645","-0.174184596261475"
"454","BE-Lon","CRO","50.5516","4.7462","CHJ","0.327487033598986","8.35119115123265","1.66027536867849"
"455","BE-Lon","CRO","50.5516","4.7462","C_Fix","0.426125719455012","4.81339805277802","0.272791655254101"
"456","BE-Lon","CRO","50.5516","4.7462","MODIS","0.442204680166223","4.6057990407147","-0.323761018120773"
"457","BE-Lon","CRO","50.5516","4.7462","RF","0.675182162724704","3.21500807259552","0.00360283284537123"
"458","BE-Lon","CRO","50.5516","4.7462","SVM","0.671554318775906","3.25070518205811","-0.0876870001546848"
"459","BE-Lon","CRO","50.5516","4.7462","BMA","0.627003089495638","3.44079472843317","0.00201231516826589"
"460","BE-Vie","MF","50.3049","5.9981","VPM","0.692201101439705","2.6766768297883","-0.220016008695827"
"461","BE-Vie","MF","50.3049","5.9981","GLO_PEM","0.695998429875708","2.69724983075718","-0.31320677545941"
"462","BE-Vie","MF","50.3049","5.9981","EC_LUE","0.740831360241993","2.84664219432538","-0.401306182087973"
"463","BE-Vie","MF","50.3049","5.9981","CHJ","0.573912763307408","5.94118549363816","0.981658135157407"
"464","BE-Vie","MF","50.3049","5.9981","C_Fix","0.624279294556664","3.42345727393939","-0.0275115914859079"
"465","BE-Vie","MF","50.3049","5.9981","MODIS","0.689572870118925","2.87735533327262","-0.350692908891339"
"466","BE-Vie","MF","50.3049","5.9981","RF","0.866021285432649","1.45365942960233","0.000453020152362237"
"467","BE-Vie","MF","50.3049","5.9981","SVM","0.862758287866302","1.47907995504911","-0.0222834046553414"
"468","BE-Vie","MF","50.3049","5.9981","BMA","0.784231076616425","1.84295967083391","0.000174249894088103"
"469","CA-Gro","MF","48.2167","-82.1556","VPM","0.819191612499965","2.41035976291245","0.195535465843883"
"470","CA-Gro","MF","48.2167","-82.1556","GLO_PEM","0.830118157177583","2.08295923014715","0.128896154496951"
"471","CA-Gro","MF","48.2167","-82.1556","EC_LUE","0.857815113971086","1.86641291891125","0.0877030842434127"
"472","CA-Gro","MF","48.2167","-82.1556","CHJ","0.728787291873941","4.22524815976244","0.905858727401876"
"473","CA-Gro","MF","48.2167","-82.1556","C_Fix","0.737669970354681","4.87250718411544","0.666959553967411"
"474","CA-Gro","MF","48.2167","-82.1556","MODIS","0.858808607689362","1.42741845839345","-0.0940905717765146"
"475","CA-Gro","MF","48.2167","-82.1556","RF","0.918722466383357","1.06238606466635","0.00114537993326223"
"476","CA-Gro","MF","48.2167","-82.1556","SVM","0.926767607129819","1.00970835431799","0.00506078149163173"
"477","CA-Gro","MF","48.2167","-82.1556","BMA","0.906489138848891","1.14039945632652","-0.000248554540049917"
"478","CA-Oas","DBF","53.6289","-106.1978","VPM","0.866889942006446","1.79843176865257","0.0653447646444505"
"479","CA-Oas","DBF","53.6289","-106.1978","GLO_PEM","0.863656572394236","2.16082123106295","0.205072375879053"
"480","CA-Oas","DBF","53.6289","-106.1978","EC_LUE","0.883527129142644","2.52592831942373","0.277316891271555"
"481","CA-Oas","DBF","53.6289","-106.1978","CHJ","0.760526677384695","3.24650903605798","0.640260997107646"
"482","CA-Oas","DBF","53.6289","-106.1978","C_Fix","0.800886404678743","4.4034000995491","0.653058053577255"
"483","CA-Oas","DBF","53.6289","-106.1978","MODIS","0.857076000181294","2.13942035615216","-0.164145604862142"
"484","CA-Oas","DBF","53.6289","-106.1978","RF","0.945245570279575","1.08174740680584","-0.00086188477734562"
"485","CA-Oas","DBF","53.6289","-106.1978","SVM","0.958898044696532","0.940002202656385","0.0148014548397414"
"486","CA-Oas","DBF","53.6289","-106.1978","BMA","0.939814362907539","1.13670811121353","-0.000749304806082736"
"487","CA-Obs","ENF","53.9872","-105.1178","VPM","0.786448449814292","1.55536836292964","0.0701012447067041"
"488","CA-Obs","ENF","53.9872","-105.1178","GLO_PEM","0.807047368319308","1.49895413600035","0.0736984039253392"
"489","CA-Obs","ENF","53.9872","-105.1178","EC_LUE","0.865482391913181","1.02203998342182","-0.0717724171258015"
"490","CA-Obs","ENF","53.9872","-105.1178","CHJ","0.82195051126154","1.82386115470954","0.446461763223472"
"491","CA-Obs","ENF","53.9872","-105.1178","C_Fix","0.717929589977491","3.79148052266729","0.717075265495879"
"492","CA-Obs","ENF","53.9872","-105.1178","MODIS","0.857676823978251","1.01961276986797","-0.0457042156073524"
"493","CA-Obs","ENF","53.9872","-105.1178","RF","0.918048421737481","0.769187814923124","0.00351290430177473"
"494","CA-Obs","ENF","53.9872","-105.1178","SVM","0.91912094714873","0.768265761692503","-0.00935902823977529"
"495","CA-Obs","ENF","53.9872","-105.1178","BMA","0.900958330027895","0.846195992266838","-0.000104493002197991"
"496","CA-Qfo","ENF","49.6925","-74.3421","VPM","0.720765522383159","1.63460620715409","0.15834045846819"
"497","CA-Qfo","ENF","49.6925","-74.3421","GLO_PEM","0.7508669809932","1.525766161245","0.140454438245924"
"498","CA-Qfo","ENF","49.6925","-74.3421","EC_LUE","0.830088949338832","0.926757622574282","-0.0610248381845129"
"499","CA-Qfo","ENF","49.6925","-74.3421","CHJ","0.772520439627729","1.47198469760768","0.412080541688374"
"500","CA-Qfo","ENF","49.6925","-74.3421","C_Fix","0.658252764863042","3.64394956467921","0.86336178688846"
"501","CA-Qfo","ENF","49.6925","-74.3421","MODIS","0.765069829118444","1.20086770283745","0.23894009024673"
"502","CA-Qfo","ENF","49.6925","-74.3421","RF","0.899477299011942","0.685020426505731","0.00601572020902316"
"503","CA-Qfo","ENF","49.6925","-74.3421","SVM","0.900908310476498","0.681240798613792","-0.00303853943658958"
"504","CA-Qfo","ENF","49.6925","-74.3421","BMA","0.869598924126806","0.781180040394574","0.000641432199012739"
